Geneid	GeneSymbol	logFC	logCPM	F	PValue	FDR	CPM_Con_1	CPM_Con_2	CPM_Con_3	CPM_Con_4	CPM_Unloading_1	CPM_Unloading_2	CPM_Unloading_3	CPM_Unloading_4
ENSMUSG00000036309.15	Skp1	1.0537822679361926	6.4424338868948725	88.24962079324848	8.570399117816812e-7	3.244976664846958e-4	49.99204607816099	57.25971519198364	52.68706994794582	65.94626285614997	130.75107821182516	112.36803666204341	110.36688265579322	115.43844565676173
ENSMUSG00000038205.13	Prkab2	1.219626151567714	7.531654360722241	88.05468322398823	8.669750188070261e-7	3.244976664846958e-4	105.25581819494843	97.85112021374212	110.10353042665214	131.2051081008738	242.95790703003652	270.16789407693454	221.04536012427923	300.7794844584139
ENSMUSG00000028108.17	Ecm1	-1.1628091606654638	3.8873291874197164	87.63791545368811	8.886718811383219e-7	3.244976664846958e-4	20.282742555393288	20.70267823690385	21.697116206909975	18.972726075362118	7.593415149330858	8.359455018523983	9.846396081092788	10.726223036129683
ENSMUSG00000102869.5	Norad	1.2179092514064316	6.863449103523921	87.50652121977033	8.956436512496036e-7	3.244976664846958e-4	61.607713620897236	76.58221487976057	59.57372633484268	81.986007122760455	179.63761045421143	173.91300984190113	150.65609193697352	146.52425430486588
ENSMUSG00000043241.15	Upf2	1.5727224546267529	3.655713289084833	87.26985732106094	9.083632940381351e-7	3.244976664846958e-4	5.897185060158401	6.193108874287477	4.604932885214162	8.432322700160942	18.85802687912333	21.26209211233274	16.389887147641794	18.13338837806075
ENSMUSG00000028572.14	Hook1	2.179529406560216	3.581089102614066	86.88624814797052	9.294328580224295e-7	3.244976664846958e-4	3.6634028404014307	5.09604387369941	2.945497611263113	5.361857369124077	23.878466647275964	23.866849835496012	16.202930260026108	13.397659716826134
ENSMUSG00000027589.15	Pcmtd2	1.2338793897086482	3.985780170909903	84.34720337229847	1.08426557205977e-6	3.253626685692401e-4	8.309669857495928	10.829093231611244	7.674888142023605	10.67788689748641	19.454204101591454	23.806274074492215	22.62178340149799	22.383401279168737
ENSMUSG00000026775.10	Yme1l1	1.5859263987402956	3.759588892270704	84.28886858182253	1.0881632190150487e-6	3.253626685692401e-4	5.807833771368122	7.290173874875544	4.687904648911715	9.028084630063617	19.611092844346224	21.050076948819452	18.78916720537643	21.04768293882051
ENSMUSG00000045103.20	Dmd	1.947932011333452	4.660528106717802	84.2495305553587	1.0908008594603182e-6	3.253626685692401e-4	7.952264702334813	10.015141779562033	7.757859905721157	15.718949381278277	42.485471537991664	46.79477537543317	32.93557170162999	37.48106615643807
ENSMUSG00000021843.18	Ktn1	2.037704245989905	6.772012446693712	84.09936415531648	1.100938704377137e-6	3.253626685692401e-4	35.47246164974069	38.68038856912121	32.193044314650365	64.70891115558287	222.3113484835088	186.3613287281814	144.2995577580402	149.03378573218677
ENSMUSG00000025616.15	Usp16	1.4935994830874488	5.014425798562597	84.02068392637185	1.1062945043371916e-6	3.253626685692401e-4	13.536720251727239	18.154656300054146	13.109538664213291	22.684781177063403	48.88653224238627	50.58076043817048	45.929075390920154	44.60489730496193
ENSMUSG00000026083.13	Eif5b	1.6842550252550825	6.152080026373581	83.81513572198237	1.1204308846925425e-6	3.253626685692401e-4	28.99449321244547	31.81488501705395	26.550964383216794	47.431815188405295	130.62556721762132	113.09494579408897	89.05379746760502	100.21935183946074
ENSMUSG00000031849.10	Comp	-2.16049151057091	2.1215241622891905	83.62206937955237	1.1339018723950427e-6	3.253626685692401e-4	7.282130036407723	7.679455004116471	5.890995222526226	7.561593725687801	1.0354657021814806	1.4538182640911277	2.492758501542478	1.335718340348225
ENSMUSG00000020076.8	Ddx50	1.2486600989093073	4.501266329347738	83.49446202966347	1.1429096781381094e-6	3.253626685692401e-4	12.419829141848753	14.049509846240731	10.454442225891611	16.452194833466184	34.201745920539814	32.80177458355607	30.442813200087514	29.34532717431706
ENSMUSG00000067873.12	Htatsf1	1.659177354421018	5.884767773454178	83.16764036133611	1.166364878398974e-6	3.253626685692401e-4	23.85679410700444	29.726922596579886	20.701455042539344	39.13697601052959	78.16197164042632	105.67441507112383	87.9320561419109	86.37645267585187
ENSMUSG00000042133.17	Ppig	2.361875931626501	2.856985736837491	82.56411548608438	1.2111770294860315e-6	3.253626685692401e-4	1.8317014202007154	2.1941300011761347	1.5764635102534972	3.6662272609395394	15.939896263884611	12.115152200759397	10.469585706478409	8.904788935654832
ENSMUSG00000078486.4	Perm1	-1.1180992471492919	7.054964923413331	82.30682488191627	1.2308921187266856e-6	3.253626685692401e-4	216.76622660521636	165.16136637885515	188.3873894752929	157.8310835834472	90.49342682095121	73.62983750011523	86.68567689113968	84.6359712020648
ENSMUSG00000033863.3	Klf9	1.3883732631910133	6.627476159778573	82.26475191572563	1.2341516302750242e-6	3.253626685692401e-4	49.18788447904848	67.09791100370889	42.56451477684442	59.438709467982285	150.64457079312996	166.9467973264645	124.04589493300756	129.92896583387278
ENSMUSG00000028329.14	Xpa	1.6001671028410653	2.232690593176449	81.46905839584923	1.2977417586737494e-6	3.325700753571222e-4	1.9657283533861336	2.760357098253847	2.240237619833917	2.062252834278491	8.095459126146121	7.693121647482217	5.452909222124171	6.273828568302268
ENSMUSG00000024404.8	Riok3	1.028536367293743	7.139276780584444	81.06101004171661	1.331837195796229e-6	3.325700753571222e-4	82.2031856870565	92.08268166226293	93.55066356899042	102.83767466935409	186.28969314701365	214.19589090942614	192.06704254384792	163.56478222264172
ENSMUSG00000001576.16	Ergic1	-0.8438246756845527	5.012341296040131	80.51323000668543	1.379271940670372e-6	3.325700753571222e-4	39.94002608925462	43.03325937790612	40.614678329951936	42.024129978519476	20.960336032037244	22.594758854416273	24.927585015424782	23.80007224620473
ENSMUSG00000032253.14	Phip	2.081950056033617	1.9374899392651739	80.10279905826921	1.4161124439357294e-6	3.325700753571222e-4	1.2955936874590426	1.3094001619922093	0.9956611643706297	2.062252834278491	6.777593687006055	6.875348873930958	5.889141959894104	4.290489214451874
ENSMUSG00000024294.16	Mib1	1.83050808929732	4.419064901848655	80.08688042823118	1.4175643666652973e-6	3.325700753571222e-4	8.756426301447323	8.387238875463611	7.425972850930947	12.785967572526644	28.239973695858563	45.37124499184394	32.810933776552865	26.147698420150096
ENSMUSG00000042286.14	Stab1	-1.5839374519601697	2.866590948225552	79.9190006584387	1.4329831531424706e-6	3.325700753571222e-4	12.241126564268196	9.802806618157891	9.666210470764863	12.006894279576992	2.7298641239329946	3.5436820187221234	4.829719596738551	3.4404866342302762
ENSMUSG00000029163.10	Emilin1	-1.1967641225944596	2.064630432363641	79.39986792136703	1.48192042246709e-6	3.325700753571222e-4	5.4951042606021465	6.405444035691619	5.600594049584792	5.590996572932798	2.321953392770593	2.635045603665169	2.492758501542478	2.630960367352564
ENSMUSG00000028464.17	Tpm2	-1.0250511942070326	12.040484474234129	79.33046686809237	1.4886099243240261e-6	3.325700753571222e-4	5506.987982011254	5377.954189656975	5888.589041378997	5823.022930709509	2584.7106591362817	2823.3453567454717	2520.4281209095993	3175.3263055144816
ENSMUSG00000010461.17	Eya4	1.3123497148802694	3.968937847665625	79.28313194227574	1.4931927829937365e-6	3.325700753571222e-4	7.684210835963977	8.458017262598325	7.9652893149650374	11.594443712721294	24.694288109600766	23.957713477001708	19.350037868223485	20.561967178693884
ENSMUSG00000029014.15	Dnajc2	1.3828537575441682	4.573527159510596	78.59090781590217	1.5621371433459911e-6	3.3511403764145925e-4	11.30293803197027	12.810888071383237	10.827815162530598	17.597890852509792	38.37498647781669	35.64883535073452	29.788464093432612	33.10962431529842
ENSMUSG00000031617.17	Tmem184c	2.5171502871954647	2.4676375078675887	78.42870531710489	1.5788272255964956e-6	3.3511403764145925e-4	0.893512887902788	2.0525732269067065	0.871203518824301	2.566359082657678	8.471992108757568	8.995500509063852	9.098568530630045	10.159554649315286
ENSMUSG00000031176.9	Dynlt3	1.527977531337794	3.622863583164782	78.39386164159967	1.5824397194712039e-6	3.3511403764145925e-4	5.093023461045892	6.936281939201973	4.687904648911715	8.386494859399196	16.128162755190335	18.50589498665998	18.134818098721528	19.6714882851284
ENSMUSG00000106951.2	5930430L01Rik	1.77981273297172	1.494855549764501	77.75888415438284	1.6499991587853882e-6	3.373924728042837e-4	1.1615667542736243	1.5217353233963513	0.8297176369755248	1.3290073820905832	4.016351814522107	4.1191517482581945	3.770297233582998	4.857157601266272
ENSMUSG00000027882.19	Stxbp3	1.4081703276937136	3.7041722142849474	77.68663068683013	1.6578987300056178e-6	3.373924728042837e-4	5.629131193787565	7.821011778385898	5.766537576979897	9.028084630063617	16.975361966066092	19.65683444573212	20.939171412956817	17.404814737870808
ENSMUSG00000030421.10	Uri1	1.8033958360672626	5.039328153349748	77.34595331184245	1.6957475435153434e-6	3.373924728042837e-4	10.49877643285776	16.243639847416866	10.869301044379375	20.7141840243084	59.554966749710616	52.61004843179768	48.39067441119335	42.98584477120651
ENSMUSG00000036745.16	Ttll7	1.2387826845786283	6.965819561590308	77.32888083953497	1.697670748744267e-6	3.373924728042837e-4	64.73500872855699	83.73083198036669	68.07833211384181	80.74865542219337	191.12186642386058	210.22817856367743	149.5655100925487	150.73379089262997
ENSMUSG00000070436.13	Serpinh1	-1.6631934210038446	5.217997493430728	76.4157877255988	1.8043544454327193e-6	3.436180713804029e-4	59.91003913388194	50.00493051067545	61.1087039632474	55.222548117901816	12.331455180524907	14.205015955390392	21.15728778184178	23.84054855954862
ENSMUSG00000026062.13	Slc9a2	-0.866692969304882	4.95881384728781	76.31745245354567	1.8163055246989909e-6	3.436180713804029e-4	40.96756591034283	41.83002679661598	42.19114184020543	35.470748749590044	20.552425300874845	21.86784972237071	21.811636888496682	23.80007224620473
ENSMUSG00000028132.16	Tlcd4	1.0253456390200653	4.609611786975269	76.12034828351717	1.840540693186006e-6	3.436180713804029e-4	13.581395896122379	17.58842920297643	14.561544528920459	18.285308463935955	34.4841456574984	33.25609279108454	30.193537349933266	32.421526988452364
ENSMUSG00000051627.4	H1f4	-2.256668623868594	1.4644805260327176	75.91060575596005	1.866746888129783e-6	3.436180713804029e-4	3.0826194632646184	4.8483195187279104	5.310192876643359	4.903578961506634	0.5334217253662173	1.2115152200759396	0.9971034006169912	1.0523841469410256
ENSMUSG00000140465.1	Mir1a-1hg	-1.5277984388045482	2.285784356092215	75.82550752127673	1.8775039124140236e-6	3.436180713804029e-4	6.165238926529237	8.564184843300396	6.18139639546766	7.88238861102001	2.0081759072610534	2.271591037642387	2.8978317580431305	2.833341934071992
ENSMUSG00000041777.13	Cir1	2.331710679990183	3.543486247487204	75.64813500788347	1.9001593162020883e-6	3.436180713804029e-4	3.3059976852403157	5.237600647968837	2.1572658561363642	4.491128394650936	26.671086268310866	20.32316781677389	15.860175966064016	13.88337547695276
ENSMUSG00000026153.16	Fam135a	1.3675414267133925	3.1502061429810233	75.47946752440352	1.922000385404639e-6	3.436180713804029e-4	3.7527541291917097	5.166822260834123	4.356017594121505	6.278414184358962	13.084521145747802	13.750697747861915	11.84060288232677	11.77860718307071
ENSMUSG00000026814.17	Eng	-0.8486041764544977	4.680676624912429	75.32852501261986	1.9417958825491106e-6	3.436180713804029e-4	35.427786005345546	32.91195001764202	32.400473723894244	30.97962035493911	16.536073486352738	18.233304062142892	18.882645649184273	19.50958303175286
ENSMUSG00000002222.15	Rmnd5a	1.2521580501320744	6.654570647340459	74.94000938602865	1.993856438967395e-6	3.440441695660946e-4	52.18115265352282	58.144445031167564	48.66293940861453	79.05302531400882	144.65142081989777	146.6539173901925	144.4553551643866	131.14325523418935
ENSMUSG00000006010.15	Odr4	2.373685938225805	3.510265067877775	74.91348692866711	1.997469632873285e-6	3.440441695660946e-4	3.127295107659758	3.43275177603363	2.074294092438812	5.957619299026752	21.96442398566777	23.35195586696374	15.01886997179343	14.935759623893787
ENSMUSG00000027236.9	Eif3j1	1.7275593440497512	6.448784255989218	74.14545105972338	2.105504729076063e-6	3.5143229845481104e-4	33.73011151833025	44.76732986270662	29.828349049270116	53.48109016895553	175.2133479085269	136.68920470506788	115.66399447157099	108.23366188155009
ENSMUSG00000021709.15	Erbin	1.9150253239848498	4.462592752988322	74.04956053231923	2.1194680571477715e-6	3.5143229845481104e-4	6.209914570924377	10.369033715235604	7.8408316694187095	12.281861324147458	47.00386732932903	35.01278986019466	27.576140923313663	28.859611414190432
ENSMUSG00000041671.14	Pyroxd1	1.2341941563000245	2.3680539616976297	74.03239847860775	2.1219785786867364e-6	3.5143229845481104e-4	3.2166463964500367	2.8311354853885606	2.572124674624127	3.4370880571308184	7.781681640636582	7.420530722965131	6.668128991626129	6.43573382167781
ENSMUSG00000058093.14	Zfp729b	2.636229139176972	0.2797739308768769	73.84605217939321	2.149463374503748e-6	3.5147807432708123e-4	0.4020807995562546	0.3538919356735701	0.12445764554632871	0.32079488533220973	2.0081759072610534	2.120151635132894	1.6826119885411726	1.7404814737870808
ENSMUSG00000042851.18	Zc3h6	1.740999583627636	2.2121912461264674	73.10636377705538	2.262755827620429e-6	3.6537849726500876e-4	1.9657283533861336	2.4772435497149905	1.4934917465559445	2.3372198788489564	9.005413834123786	6.845060993429059	5.452909222124171	6.43573382167781
ENSMUSG00000027742.14	Cog6	0.846656682439679	5.74863109584881	72.71816793638249	2.3250053359896125e-6	3.7079529543597304e-4	39.09118884574698	40.76835098959528	35.34597133515736	38.17459135453296	76.27930672736908	70.75248885243488	66.86824680387697	61.92875941614497
ENSMUSG00000062980.16	Cped1	1.0479223090778287	3.4293808906925594	71.61055417304239	2.5139533550770324e-6	3.960396273278671e-4	6.477968437295213	7.113227907038759	6.098424631770107	8.111527814828731	15.092697053008855	15.537682697473926	13.149301095636572	13.680993910233333
ENSMUSG00000042063.12	Zfp386	1.9925133348031778	2.921359686631296	70.90588090970286	2.6435322006563536e-6	3.964695542280073e-4	2.591187374918085	3.220416614629488	1.6594352739510496	4.491128394650936	13.241409888502572	10.600758175664472	10.781180519171217	12.952420270043392
ENSMUSG00000027496.16	Aurka	-1.7539077277460107	2.0888640671993715	70.87458620467652	2.6494659061795947e-6	3.964695542280073e-4	7.237454392012583	5.9453845193159776	7.05259991429196	5.911791458265007	1.3806209362419741	2.1807273961366915	1.5268145821947678	2.7119129940403353
ENSMUSG00000047141.6	Zfp654	1.639155520456797	2.6878693041188635	70.81741069975523	2.660347136573128e-6	3.964695542280073e-4	2.591187374918085	3.1496382274947736	2.281723501682693	4.261989190842215	11.609766963852966	8.541182301535375	9.441322824592136	8.621454742247632
ENSMUSG00000022216.18	Psme1	-1.0905645373834403	4.573423689703203	70.56418258496235	2.709173398803759e-6	3.964695542280073e-4	35.383110360950404	31.92105259775602	31.529270205069942	30.612997628845157	11.79803345515869	15.870849382994809	15.112348415601273	18.05243575137298
ENSMUSG00000053347.16	Zfp943	2.049986738300658	2.6767359735110126	70.53998016360578	2.713894715200849e-6	3.964695542280073e-4	2.010403997781273	2.4418543561476334	1.4934917465559445	3.8037107832247723	11.01358974138484	11.691121873732818	9.659439193477102	7.852404788713806
ENSMUSG00000038039.14	Gcc2	1.5181576585323329	2.4955807305445825	70.42374197726463	2.7367047474476594e-6	3.964695542280073e-4	2.8145655968937824	3.0434706467927026	2.074294092438812	3.4829158978925627	8.879902839919971	9.570970238599923	6.69928847289541	7.528594281962722
ENSMUSG00000018377.11	Vezf1	1.1984857497763648	6.554206649917637	70.29678468314081	2.7618752731792116e-6	3.964695542280073e-4	56.782744026222176	59.94929390310277	41.0295371484397	70.1165963654687	129.40183502413413	134.5993409504369	126.50749395328076	132.43849726119367
ENSMUSG00000034795.15	Ccdc122	1.9657434640101585	1.0412711126248018	70.29509342363225	2.7622124075337246e-6	3.964695542280073e-4	0.7148103103222304	0.8139514520492112	0.5808023458828674	1.0540403375201177	2.541597632627271	3.1196516916955446	2.8666722767738495	3.8857260810130176
ENSMUSG00000032892.15	Rangrf	-1.0038105072955608	4.8338575582009105	70.01910613323638	2.817878992117702e-6	3.989410115241948e-4	37.0807848479657	33.973625824662726	45.9248712065953	35.10412602349609	16.787095474760367	19.353955640713135	20.502938675186883	19.185772525001774
ENSMUSG00000035173.15	Ccdc186	1.3407603815489069	3.5632653539757837	69.83930661762595	2.854851602478586e-6	3.989410115241948e-4	5.450428616207007	6.051552100018048	5.808023458828673	9.211395993110594	16.536073486352738	18.26359194264479	16.109451816218264	16.150049024210354
ENSMUSG00000090935.11	Synj2bp	0.9963700609205832	3.9476425437165896	69.70222087337615	2.883422957349865e-6	3.989410115241948e-4	8.845777590237601	10.793704038043888	9.16837988857955	12.098549961100481	19.297315358836684	21.68612243935932	20.596417118994726	20.035775105223372
ENSMUSG00000003226.8	Ranbp2	1.8297117255732176	4.349050283664035	69.44901612776833	2.937081263093034e-6	3.989410115241948e-4	8.041615991125092	7.821011778385898	6.139910513618883	13.61086870623804	38.155342237960014	33.89213828162441	28.012373661083597	26.188174733493984
ENSMUSG00000039756.13	Dnttip2	1.4355259327948489	3.9354378483726733	69.06513634824391	3.0206792744789604e-6	3.989410115241948e-4	8.756426301447323	7.785622584818542	7.343001087233394	8.890601107778384	30.373660597323433	22.47360733240868	17.91670172983656	17.76910155796578
ENSMUSG00000073147.6	5031425E22Rik	1.2808384342898782	2.581536930078566	69.00216397741542	3.034657424716793e-6	3.989410115241948e-4	3.7080784847965704	3.7866437117072	3.3603564297508752	2.795498286466399	7.781681640636582	8.813773226052461	9.659439193477102	6.961925895148323
ENSMUSG00000026172.13	Bcs1l	-1.1197546962474634	3.5751192047435563	68.95400860400169	3.045397741249457e-6	3.989410115241948e-4	15.591799893903652	15.748191137473869	19.124991532285847	14.664909043758158	6.02452772178316	7.874848930493608	8.381900461436583	7.690499535338264
ENSMUSG00000037325.11	Bbs7	1.0963370367612781	2.4153581179573305	68.94971345370541	3.0463578694504747e-6	3.989410115241948e-4	3.7080784847965704	3.1496382274947736	3.0284693749606655	3.4370880571308184	7.342393160923226	7.723409527984115	6.823926397972533	6.557162761709467
ENSMUSG00000069045.12	Ddx3y	1.9932076675469068	4.467076977266128	68.70271276049169	3.102173115489683e-6	3.989410115241948e-4	9.158507101003577	10.65214726377446	4.729390530760491	10.723714738248153	47.349022563389525	33.80127464011871	29.570347724547645	29.70961399441203
ENSMUSG00000068882.14	Ssb	1.7819505245537417	3.587219714619527	68.6670333300598	3.1103342964436593e-6	3.989410115241948e-4	4.110159284352825	5.733049357911836	3.650757602692309	7.928216451781754	21.93304623711682	18.324167703648587	17.418150029528064	15.90719114414704
ENSMUSG00000032307.17	Ube2q2	1.2794853547573704	3.5128472205192547	68.62866173930286	3.119139353146282e-6	3.989410115241948e-4	5.048347816650752	6.723946777797831	6.51328345025787	8.065699974066987	17.66567243418708	17.960713137625806	13.679012277214348	14.652425430486588
ENSMUSG00000074165.11	Zfp788	1.4901433377999909	1.5177333382070282	68.40015567069575	3.172182938186429e-6	4.0028713302101996e-4	1.116891109878485	1.4863461298289944	1.3275482191608396	1.8331136304697697	4.392884797133554	4.058575987254398	3.83261619612156	3.926202394356903
ENSMUSG00000029213.12	Commd8	1.2364892800146987	2.907095802253831	68.31746639334972	3.1916376142719504e-6	4.0028713302101996e-4	3.6634028404014307	4.989876292997338	3.609271720843533	5.316029528362333	10.291901524712898	10.873349100181558	10.22030985632416	10.078602022627514
